user_id,register_time,recently_logged,number_of_classes_join,number_of_classes_out,learn_time,school
用户6037,2019/3/25 20:47,--,0,0,0,
用户6036,2019/3/25 20:37,2019/3/25 20:39,0,0,2.02,
用户6035,2019/3/25 20:35,--,0,0,0,
用户6034,2019/3/25 20:32,2019/3/25 20:32,0,0,4.48,
用户6033,2019/3/25 20:18,--,0,0,0,
用户6032,2019/3/25 20:13,2019/10/17 19:56,0,0,340.02,
用户6031,2019/3/25 20:12,2019/3/28 14:50,0,0,39.73,
用户6030,2019/3/25 20:11,2020/4/9 20:24,0,0,158.7,
用户6029,2019/3/25 20:10,--,0,0,0,
用户6028,2019/3/25 20:10,2019/3/25 20:11,0,0,0,
用户6027,2019/3/25 20:10,--,0,0,0,
用户6026,2019/3/25 20:09,2019/3/25 20:09,0,0,27.97,
用户6025,2019/3/25 20:06,2019/3/25 20:09,0,0,298.9,
用户6024,2019/3/25 20:04,2019/3/25 20:04,0,0,0,
用户6023,2019/3/25 20:02,--,0,0,0,
用户6022,2019/3/25 19:59,2019/3/25 19:59,0,0,2.82,
用户6021,2019/3/25 19:58,2019/3/25 20:00,0,0,0,
用户6020,2019/3/25 19:56,--,0,0,0,
用户6019,2019/3/25 19:56,2019/3/25 20:06,0,0,91.08,
用户6018,2019/3/25 19:55,2019/3/25 19:57,0,0,15.9,
用户6017,2019/3/25 19:52,--,0,0,0,
用户6016,2019/3/25 19:36,--,0,0,0,
用户6015,2019/3/25 19:34,2019/4/22 20:13,0,0,0.27,
用户6014,2019/3/25 19:34,--,0,0,0,
用户6013,2019/3/25 19:31,--,0,0,0,
用户6012,2019/3/25 19:29,2019/3/28 20:19,0,0,539.57,
用户6011,2019/3/25 19:26,2020/2/28 12:36,0,0,458.5,
用户6010,2019/3/25 19:25,2019/10/31 13:10,1,0,"3,776.27",
用户6009,2019/3/25 19:23,2019/3/25 19:25,0,0,112.57,
用户6008,2019/3/25 19:20,--,0,0,0,
用户6007,2019/3/25 19:19,2019/4/2 19:15,0,0,16.17,
用户6006,2019/3/25 19:17,2019/3/25 19:17,0,0,4.97,
用户6005,2019/3/25 19:17,2019/5/25 1:46,0,0,78.47,
用户6004,2019/3/25 19:15,--,0,0,0,
用户6003,2019/3/25 19:14,--,0,0,0,
用户6002,2019/3/25 19:14,2019/3/25 21:55,0,0,9.12,
用户6001,2019/3/25 19:10,2019/3/25 19:11,0,0,78,
用户6000,2019/3/25 19:10,2020/2/21 16:17,1,0,"2,066.13",
用户5999,2019/3/25 19:10,2019/3/25 19:13,0,0,29.25,
用户5998,2019/3/25 19:10,--,0,0,0,
用户5997,2019/3/25 19:09,--,0,0,0,
用户5996,2019/3/25 19:05,2019/4/6 13:26,0,0,0,
用户5995,2019/3/25 19:05,2019/6/4 12:43,0,0,"1,640.18",
用户5994,2019/3/25 19:03,2019/4/23 18:39,0,0,113.82,
用户5993,2019/3/25 19:01,2019/4/1 18:53,0,0,59.25,
用户5992,2019/3/25 19:01,--,0,0,0,
用户5991,2019/3/25 19:00,--,0,0,0,
用户5990,2019/3/25 19:00,2019/3/26 22:50,0,0,14.88,
用户5989,2019/3/25 19:00,2019/4/1 18:55,0,0,72.02,
用户5988,2019/3/25 18:59,2019/3/28 14:25,0,0,658.28,
用户5987,2019/3/25 18:56,--,0,0,0,
用户5986,2019/3/25 18:53,--,0,0,0,
用户5985,2019/3/25 18:42,--,0,0,0,
用户5984,2019/3/25 18:42,--,0,0,0,
用户5983,2019/3/25 18:39,2019/4/2 17:27,0,0,24.02,
用户5982,2019/3/25 18:35,--,0,0,0,
用户5981,2019/3/25 18:30,--,0,0,0,
用户5980,2019/3/25 18:28,--,0,0,0,
用户5979,2019/3/25 18:26,2019/5/21 17:32,0,0,82.08,
用户5978,2019/3/25 18:25,2019/3/25 18:25,0,0,11,
用户5977,2019/3/25 18:24,2019/3/25 18:25,0,0,20.03,
用户5976,2019/3/25 18:23,2019/3/28 19:35,0,0,124.12,
用户5975,2019/3/25 18:20,2020/2/22 22:22,0,0,217.87,
用户5974,2019/3/25 18:18,2020/4/26 21:40,1,0,42.18,
用户5973,2019/3/25 18:16,2019/11/18 10:19,0,0,44.73,
用户5972,2019/3/25 18:11,--,0,0,0,
用户5971,2019/3/25 18:09,--,0,0,0,
用户5970,2019/3/25 18:08,2019/5/24 15:55,0,0,39.85,
用户5969,2019/3/25 18:07,2019/3/25 18:09,0,0,73.07,
用户5968,2019/3/25 18:03,--,0,0,0,
用户5967,2019/3/25 18:01,--,0,0,0,
用户5966,2019/3/25 17:59,--,0,0,0,
用户5965,2019/3/25 17:59,2019/3/25 17:59,0,0,7.02,
用户5964,2019/3/25 17:58,2019/3/26 0:02,0,0,0,
用户5963,2019/3/25 17:57,2019/3/30 16:41,0,0,333.97,
用户5962,2019/3/25 17:54,2020/6/16 19:00,1,0,"6,159.90",
用户5961,2019/3/25 17:52,2019/10/15 21:03,0,0,1.1,
用户5960,2019/3/25 17:50,--,0,0,0,
用户5959,2019/3/25 17:50,--,0,0,0,
用户5958,2019/3/25 17:45,--,0,0,0,
用户5957,2019/3/25 17:40,2019/3/25 17:41,0,0,9.4,
用户5956,2019/3/25 17:38,--,0,0,0,
用户5955,2019/3/25 17:37,2019/3/26 11:34,0,0,61.28,
用户5954,2019/3/25 17:36,2019/4/20 14:19,0,0,48.13,
用户5953,2019/3/25 17:35,2020/4/27 12:14,2,0,608.07,
用户5952,2019/3/25 17:35,2019/11/17 19:10,0,0,20.93,
用户5951,2019/3/25 17:34,--,0,0,0,
用户5950,2019/3/25 17:32,2019/3/25 17:33,0,0,1.67,
用户5949,2019/3/25 17:31,2019/4/25 14:24,0,0,382.02,
用户5948,2019/3/25 17:30,2019/4/24 20:49,0,0,70.53,
用户5947,2019/3/25 17:30,--,0,0,0,
用户5946,2019/3/25 17:28,--,0,0,0,
用户5945,2019/3/25 17:27,--,0,0,0,
用户5944,2019/3/25 17:24,2019/4/22 20:00,0,0,65.62,
用户5943,2019/3/25 17:22,2019/4/28 14:25,0,0,28.87,
用户5942,2019/3/25 17:20,2019/5/25 16:21,0,0,129.78,
用户5941,2019/3/25 17:16,--,0,0,0,
用户5940,2019/3/25 17:13,2019/3/25 17:16,0,0,15.38,
用户5939,2019/3/25 17:12,--,0,0,0,
用户5938,2019/3/25 17:11,2019/3/25 17:11,0,0,17.87,
用户5937,2019/3/25 17:11,--,0,0,0,
用户5936,2019/3/25 17:11,2019/4/5 20:56,0,0,26.43,
用户5935,2019/3/25 17:10,2019/12/26 18:50,1,0,0.32,
用户5934,2019/3/25 17:10,--,0,0,0,
用户5933,2019/3/25 17:07,--,0,0,0,
用户5932,2019/3/25 17:06,2019/4/30 20:30,0,0,58.1,
用户5931,2019/3/25 17:04,2019/7/17 16:05,0,0,"1,081.42",
用户5930,2019/3/25 17:01,--,0,0,0,
用户5929,2019/3/25 17:00,2019/10/22 7:08,0,0,599.53,
用户5928,2019/3/25 17:00,2020/1/21 16:22,0,0,467.23,
用户5927,2019/3/25 16:59,--,0,0,0,
用户5926,2019/3/25 16:59,2019/4/22 19:47,0,0,170.18,
用户5925,2019/3/25 16:58,--,0,0,0,
用户5924,2019/3/25 16:58,--,0,0,0,
用户5923,2019/3/25 16:58,2019/3/25 16:58,0,0,0,
用户5922,2019/3/25 16:58,--,0,0,0,
用户5921,2019/3/25 16:57,2019/4/17 9:13,0,0,162.18,
用户5920,2019/3/25 16:56,2019/3/26 22:50,0,0,37.1,
用户5919,2019/3/25 16:56,2020/3/17 16:56,0,0,"1,255.13",
用户5918,2019/3/25 16:55,2019/4/3 12:22,0,0,80.33,
用户5917,2019/3/25 16:54,--,0,0,0,
用户5916,2019/3/25 16:50,--,0,0,0,
用户5915,2019/3/25 16:49,2019/4/6 11:30,0,0,336.52,
用户5914,2019/3/25 16:48,2019/3/25 16:48,0,0,0,
用户5913,2019/3/25 16:48,2020/5/2 16:19,2,0,173.05,
用户5912,2019/3/25 16:48,--,0,0,0,
用户5911,2019/3/25 16:47,--,0,0,0,
用户5910,2019/3/25 16:46,2020/2/8 17:34,0,0,21.48,
用户5909,2019/3/25 16:46,2020/3/30 0:08,0,0,0.72,
用户5908,2019/3/25 16:45,--,0,0,0,
用户5907,2019/3/25 16:44,2019/3/25 16:45,0,0,54.03,
用户5906,2019/3/25 16:44,--,0,0,0,
用户5905,2019/3/25 16:44,2019/3/25 23:10,0,0,433.17,
用户5904,2019/3/25 16:43,2020/3/29 20:06,1,0,255.45,
用户5903,2019/3/25 16:42,--,0,0,0,
用户5902,2019/3/25 16:41,2019/4/21 12:20,0,0,39.23,
用户5901,2019/3/25 16:41,--,0,0,0,
用户5900,2019/3/25 16:41,2019/6/22 16:01,0,0,180.95,
用户5899,2019/3/25 16:40,2019/4/4 16:43,0,0,56.07,
用户5898,2019/3/25 16:39,2019/3/25 16:40,0,0,30.78,
用户5897,2019/3/25 16:38,--,0,0,0,
用户5896,2019/3/25 16:36,2020/4/28 11:54,1,0,52.63,
用户5895,2019/3/25 16:35,--,0,0,0,
用户5894,2019/3/25 16:35,2019/3/25 19:22,0,0,74.85,
用户5893,2019/3/25 16:34,2019/3/25 16:34,0,0,0,
用户5892,2019/3/25 16:34,2019/3/25 16:34,0,0,0,
用户5891,2019/3/25 16:34,--,0,0,0,
用户5890,2019/3/25 16:33,--,0,0,0,
用户5889,2019/3/25 16:32,--,0,0,0,
用户5888,2019/3/25 16:32,--,0,0,0,
用户5887,2019/3/25 16:31,--,0,0,0,
用户5886,2019/3/25 16:30,2019/3/25 16:32,0,0,4.28,
用户5885,2019/3/25 16:26,2019/3/25 18:49,0,0,187.37,
用户5884,2019/3/25 16:26,2019/3/25 19:03,0,0,7.2,
用户5883,2019/3/25 16:26,2019/4/15 9:32,0,0,701.43,
用户5882,2019/3/25 16:24,--,0,0,0,
用户5881,2019/3/25 16:24,2019/6/4 22:31,0,0,130.43,
用户5880,2019/3/25 16:24,2020/5/16 14:38,1,0,397.22,
用户5879,2019/3/25 16:23,2019/4/22 20:00,0,0,143.12,
用户5878,2019/3/25 16:22,2019/3/26 1:27,0,0,351.37,
用户5877,2019/3/25 16:21,--,0,0,0,
用户5876,2019/3/25 16:20,2019/9/9 22:55,0,0,0.08,
用户5875,2019/3/25 16:19,2019/4/16 20:12,0,0,76.6,
用户5874,2019/3/25 16:19,2019/3/25 16:20,0,0,176,
用户5873,2019/3/25 16:18,--,0,0,0,
用户5872,2019/3/25 16:18,--,0,0,0,
用户5871,2019/3/25 16:17,2019/3/25 16:17,0,0,4.98,
用户5870,2019/3/25 16:17,2019/3/28 12:06,0,0,62.28,
用户5869,2019/3/25 16:16,--,1,0,0,
用户5868,2019/3/25 16:16,2019/3/25 16:20,0,0,2.73,
用户5867,2019/3/25 16:15,--,0,0,0,
用户5866,2019/3/25 16:15,--,0,0,0,
用户5865,2019/3/25 16:15,2019/3/25 16:26,0,0,10.32,
用户5864,2019/3/25 16:14,--,0,0,0,
用户5863,2019/3/25 16:13,--,0,0,0,
用户5862,2019/3/25 16:13,2020/4/20 22:39,2,0,"2,606.42",
用户5861,2019/3/25 16:12,--,0,0,0,
用户5860,2019/3/25 16:12,2019/3/25 20:51,0,0,53.1,
用户5859,2019/3/25 16:11,2019/3/25 16:12,0,0,5.02,
用户5858,2019/3/25 16:10,2019/4/25 8:30,0,0,144.7,
用户5857,2019/3/25 16:07,2019/4/21 10:35,0,0,738.13,
用户5856,2019/3/25 16:06,2019/4/7 15:37,0,0,126.87,
用户5855,2019/3/25 16:06,2019/3/25 16:07,0,0,2,
用户5854,2019/3/25 16:06,2019/4/22 19:03,0,0,0,
用户5852,2019/3/25 16:05,2019/3/25 16:50,0,0,4.22,
用户5853,2019/3/25 16:05,2019/3/25 16:05,0,0,2.02,
用户5851,2019/3/25 16:04,--,0,0,0,
用户5850,2019/3/25 16:03,2020/5/29 21:17,1,0,"1,561.42",
用户5849,2019/3/25 16:03,--,0,0,0,
用户5848,2019/3/25 16:03,2019/4/9 21:17,0,0,339.23,
用户5847,2019/3/25 16:02,--,0,0,0,
用户5846,2019/3/25 15:59,2019/3/25 16:01,0,0,1,
用户5845,2019/3/25 15:57,--,0,0,0,
用户5844,2019/3/25 15:52,2019/4/24 10:33,0,0,122.02,
用户5843,2019/3/25 15:51,--,0,0,0,
用户5842,2019/3/25 15:47,2020/5/6 22:57,2,0,315.4,
用户5841,2019/3/25 15:44,2019/3/25 15:44,0,0,0,
用户5840,2019/3/25 15:44,2019/3/25 15:44,0,0,0,
用户5839,2019/3/25 15:42,2019/3/25 15:42,0,0,5.93,
用户5838,2019/3/25 15:37,2019/3/25 15:38,0,0,5,
用户5837,2019/3/25 15:36,2019/3/25 15:39,0,0,5.78,
用户5836,2019/3/25 15:36,2020/6/11 21:05,1,0,380.9,
用户5835,2019/3/25 15:20,2019/4/16 9:41,0,0,46,
用户5834,2019/3/25 15:09,2020/5/5 11:32,0,0,1.98,
用户5833,2019/3/25 15:07,2019/4/21 16:29,0,0,111.43,
用户5832,2019/3/25 14:56,2019/3/27 19:42,0,0,50.5,
用户5831,2019/3/25 14:53,--,0,0,0,
用户5830,2019/3/25 14:50,--,0,0,0,
用户5829,2019/3/25 14:49,2019/3/25 14:52,0,0,0,
用户5828,2019/3/25 14:33,--,0,0,0,
用户5827,2019/3/25 14:29,2019/8/11 20:32,0,0,91.57,
用户5826,2019/3/25 14:21,--,0,0,0,
用户5825,2019/3/25 14:06,--,0,0,0,
用户5824,2019/3/25 14:04,--,0,0,0,
用户5823,2019/3/25 14:02,2019/10/3 12:35,0,0,36.15,
用户5822,2019/3/25 13:54,--,0,0,0,
用户5821,2019/3/25 13:41,--,0,0,0,
用户5820,2019/3/25 13:34,2019/4/13 8:27,0,0,482.53,
用户5819,2019/3/25 13:28,2019/3/25 13:29,0,0,137.2,
用户5818,2019/3/25 13:25,2019/3/25 13:26,0,0,9.02,
用户5817,2019/3/25 13:14,2019/4/1 16:20,0,0,70.13,
用户5816,2019/3/25 13:06,2019/4/17 19:19,0,0,190.22,
用户5815,2019/3/25 12:49,--,0,0,0,
用户5814,2019/3/25 12:42,--,0,0,0,
用户5813,2019/3/25 12:42,2020/6/10 12:32,1,0,"1,695.43",
用户5812,2019/3/25 12:41,2019/3/27 19:23,0,0,42.33,
用户5811,2019/3/25 12:37,2019/3/25 12:38,0,0,42.58,
用户5810,2019/3/25 12:32,2019/3/25 12:34,0,0,108.67,
用户5809,2019/3/25 12:30,--,0,0,0,
用户5808,2019/3/25 12:27,2019/3/25 12:27,0,0,0,
用户5807,2019/3/25 12:13,2019/3/25 12:14,0,0,299.1,
用户5806,2019/3/25 12:02,--,0,0,0,
用户5805,2019/3/25 11:46,2019/4/25 16:53,0,0,65.25,
用户5804,2019/3/25 11:46,--,0,0,0,
用户5803,2019/3/25 11:45,2019/3/25 11:46,0,0,167.85,
用户5802,2019/3/25 11:44,2020/2/25 18:40,1,0,309.07,
用户5801,2019/3/25 11:42,--,0,0,0,
用户5800,2019/3/25 11:41,2019/4/1 16:07,0,0,40.37,
用户5799,2019/3/25 11:41,--,0,0,0,
用户5798,2019/3/25 11:40,2019/3/25 11:42,0,0,0,
用户5797,2019/3/25 11:38,2019/3/27 14:41,0,0,350.1,
用户5796,2019/3/25 11:33,2020/2/5 13:41,0,0,15.28,
用户5795,2019/3/25 11:28,--,0,0,0,
用户5794,2019/3/25 11:18,--,0,0,0,
用户5793,2019/3/25 11:18,--,0,0,0,
用户5792,2019/3/25 11:18,2019/3/25 11:23,0,0,127.2,
用户5791,2019/3/25 11:15,--,0,0,0,
用户5790,2019/3/25 11:15,--,0,0,0,
用户5789,2019/3/25 11:02,2019/3/25 11:02,0,0,0,
用户5788,2019/3/25 10:59,2019/3/25 11:00,0,0,292.82,
用户5787,2019/3/25 10:55,--,0,0,0,
用户5786,2019/3/25 10:49,2019/3/26 9:22,0,0,1.23,
用户5785,2019/3/25 10:45,--,0,0,0,
用户5784,2019/3/25 10:44,2019/3/25 10:45,0,0,1.25,
用户5783,2019/3/25 10:38,2020/6/12 18:37,1,0,"2,780.98",
用户5782,2019/3/25 10:35,--,0,0,0,
用户5781,2019/3/25 10:34,2019/4/20 11:11,0,0,51.95,
用户5780,2019/3/25 10:26,2020/4/24 11:15,0,0,493.47,
用户5779,2019/3/25 10:24,2019/3/25 10:27,0,0,0.23,
用户5778,2019/3/25 10:19,2019/3/25 10:19,0,0,0,
用户5777,2019/3/25 10:17,2019/3/25 10:17,0,0,75.85,
用户5776,2019/3/25 10:15,2019/3/25 10:15,0,0,0,
用户5775,2019/3/25 10:08,2019/3/25 10:09,0,0,138.02,
用户5774,2019/3/25 10:06,2019/4/1 9:51,0,0,55.55,
用户5773,2019/3/25 9:53,2019/3/27 7:35,0,0,169.48,
用户5772,2019/3/25 9:51,2019/4/22 16:47,0,0,321.12,
用户5771,2019/3/25 9:46,2019/3/25 9:46,0,0,0,
用户5770,2019/3/25 9:39,--,0,0,0,
用户5769,2019/3/25 9:33,2020/5/14 17:33,1,0,"4,629.00",
用户5768,2019/3/25 9:32,2020/3/31 23:48,1,0,138.88,
用户5767,2019/3/25 9:27,2019/3/25 9:28,0,0,0,
用户5766,2019/3/25 9:26,--,0,0,0,
用户5765,2019/3/25 9:20,2019/3/26 1:21,0,0,165.08,
用户5764,2019/3/25 9:09,2019/3/25 9:10,0,0,298.48,
用户5763,2019/3/25 9:07,2019/3/25 9:07,0,0,0,
用户5762,2019/3/25 9:05,2019/8/6 20:58,0,0,100.57,
用户5761,2019/3/25 8:55,2019/4/4 9:27,0,0,3.92,
用户5760,2019/3/25 8:36,2019/3/25 8:38,0,0,15.82,
用户5759,2019/3/25 8:17,2019/3/29 17:27,0,0,167.77,
用户5758,2019/3/25 8:16,--,0,0,0,
用户5757,2019/3/25 8:09,2020/3/24 12:16,1,0,0,
用户5756,2019/3/25 7:40,--,0,0,0,
用户5755,2019/3/25 7:29,2019/3/25 7:29,0,0,402.42,
用户5754,2019/3/25 0:44,2019/3/25 0:47,0,0,0,
用户5753,2019/3/25 0:06,2020/3/17 21:04,1,0,64.12,
用户5752,2019/3/25 0:04,2019/4/24 20:32,0,0,517.28,
用户5751,2019/3/24 23:59,2019/3/25 0:00,0,0,45.43,
用户5750,2019/3/24 23:45,--,0,0,0,
用户5749,2019/3/24 23:20,2020/2/23 22:51,1,0,"4,811.43",
用户5748,2019/3/24 23:06,--,0,0,0,
用户5747,2019/3/24 23:06,2019/3/24 23:08,0,0,10.2,
用户5746,2019/3/24 23:05,2019/4/25 20:18,0,0,47.92,
用户5745,2019/3/24 23:05,2019/3/24 23:05,0,0,18.13,
用户5744,2019/3/24 23:03,--,0,0,0,
用户5743,2019/3/24 23:03,2020/5/7 5:00,2,0,"2,145.45",
用户5742,2019/3/24 22:55,--,0,0,0,
用户5741,2019/3/24 22:48,2019/4/18 18:13,0,0,10.43,
用户5740,2019/3/24 22:43,2019/4/23 11:08,0,0,901.12,
用户5739,2019/3/24 22:39,2019/4/6 16:07,0,0,11.82,
用户5738,2019/3/24 22:36,2019/4/5 17:59,0,0,38,
用户5737,2019/3/24 22:26,2019/3/24 22:27,0,0,1,
用户5736,2019/3/24 22:20,2019/4/15 21:15,0,0,19.2,
用户5735,2019/3/24 22:16,--,0,0,0,
用户5734,2019/3/24 22:14,--,0,0,0,
用户5733,2019/3/24 22:08,2019/8/5 11:15,0,0,201.23,
用户5732,2019/3/24 22:00,--,0,0,0,
用户5731,2019/3/24 21:52,2019/4/24 17:46,0,0,392.33,
用户5730,2019/3/24 21:47,2019/3/24 21:57,0,0,8.92,
用户5729,2019/3/24 21:45,2019/3/24 21:45,0,0,7.15,
用户5728,2019/3/24 21:44,2019/6/5 16:25,0,0,19.57,
用户5727,2019/3/24 21:43,--,0,0,0,
用户5726,2019/3/24 21:43,2019/3/24 21:43,0,0,10.02,
用户5725,2019/3/24 21:39,2019/3/24 21:39,0,0,0,
用户5724,2019/3/24 21:37,2019/3/24 21:38,0,0,7.37,
用户5723,2019/3/24 21:34,2019/3/24 21:34,0,0,6.63,
用户5722,2019/3/24 21:34,2020/4/28 21:43,1,0,678.67,
用户5721,2019/3/24 21:32,2019/3/24 21:38,0,0,3.43,
用户5720,2019/3/24 21:28,2020/6/15 15:49,1,0,"2,182.70",
用户5719,2019/3/24 21:26,2019/6/4 22:10,0,0,244.93,
用户5718,2019/3/24 21:23,--,0,0,0,
用户5717,2019/3/24 21:23,--,0,0,0,
用户5716,2019/3/24 21:15,--,0,0,0,
用户5715,2019/3/24 21:14,2020/4/3 15:42,1,0,120,
用户5714,2019/3/24 21:11,2019/5/29 11:31,0,0,28.37,
用户5713,2019/3/24 20:58,2019/3/24 20:59,0,0,0.23,
用户5712,2019/3/24 20:57,--,0,0,0,
用户5711,2019/3/24 20:53,2019/3/26 10:33,1,0,26.88,
用户5710,2019/3/24 20:48,--,0,0,0,
用户5709,2019/3/24 20:41,2019/4/18 19:39,0,0,"1,336.20",
用户5708,2019/3/24 20:39,--,0,0,0,
用户5707,2019/3/24 20:37,2020/4/27 13:28,3,0,"2,849.88",
用户5706,2019/3/24 20:34,2019/3/24 20:34,0,0,12.03,
用户5705,2019/3/24 20:32,--,0,0,0,
用户5704,2019/3/24 20:29,--,0,0,0,
用户5703,2019/3/24 20:28,2019/3/31 18:53,0,0,9,
用户5702,2019/3/24 20:25,--,0,0,0,
用户5701,2019/3/24 20:21,2019/4/15 19:30,0,0,160,
用户5700,2019/3/24 20:20,--,0,0,0,
用户5699,2019/3/24 20:19,2019/3/26 19:40,0,0,29.17,
用户5698,2019/3/24 20:19,2019/3/24 20:20,0,0,4.23,
用户5697,2019/3/24 20:13,--,0,0,0,
用户5696,2019/3/24 20:09,2019/3/24 20:11,0,0,9.72,
用户5695,2019/3/24 20:06,2019/3/24 20:07,0,0,35.32,
用户5694,2019/3/24 20:05,2019/4/19 19:25,0,0,931.13,
用户5693,2019/3/24 20:01,2020/4/3 16:03,1,0,275.75,
用户5692,2019/3/24 20:01,2019/4/9 15:54,0,0,2.43,
用户5691,2019/3/24 20:00,2019/4/8 20:08,0,0,90.93,
用户5690,2019/3/24 19:59,2019/3/24 20:03,0,0,5.75,
用户5689,2019/3/24 19:54,2019/4/8 19:38,0,0,114.6,
用户5688,2019/3/24 19:52,2019/3/24 19:53,0,0,107.02,
用户5687,2019/3/24 19:48,2019/3/24 19:49,0,0,69.57,
用户5686,2019/3/24 19:48,2019/3/24 19:48,0,0,2.08,
用户5685,2019/3/24 19:46,2019/4/7 15:15,0,0,230.75,
用户5684,2019/3/24 19:43,2019/3/24 19:44,0,0,4.55,
用户5683,2019/3/24 19:39,2019/10/26 11:08,1,0,484.78,
用户5682,2019/3/24 19:37,2019/4/18 22:02,0,0,16.55,
用户5681,2019/3/24 19:36,--,0,0,0,
用户5680,2019/3/24 19:35,2019/4/10 20:29,0,0,316.5,
用户5679,2019/3/24 19:34,2019/3/24 19:35,0,0,87.13,
用户5678,2019/3/24 19:33,2019/3/25 15:36,0,0,567.62,
用户5677,2019/3/24 19:31,2019/3/24 19:31,0,0,8.02,
用户5676,2019/3/24 19:31,2019/3/24 19:32,0,0,7.98,
用户5675,2019/3/24 19:30,--,0,0,0,
用户5674,2019/3/24 19:30,2019/4/15 9:05,0,0,22.2,
用户5673,2019/3/24 19:30,--,0,0,0,
用户5672,2019/3/24 19:28,2019/3/25 16:39,0,0,297.28,
用户5671,2019/3/24 19:26,2019/4/10 20:40,0,0,1.35,
用户5670,2019/3/24 19:26,2019/3/24 20:05,0,0,16.22,
用户5669,2019/3/24 19:26,2019/3/24 19:27,0,0,12.35,
用户5668,2019/3/24 19:25,2019/3/24 19:25,0,0,2.27,
用户5667,2019/3/24 19:24,2019/3/24 19:27,0,0,38.98,
用户5666,2019/3/24 19:23,2019/3/24 19:24,0,0,32.42,
用户5665,2019/3/24 19:21,2020/4/23 16:11,1,0,572.07,湖北经济学院
用户5664,2019/3/24 19:21,2019/4/25 10:13,0,0,194.88,
用户5663,2019/3/24 19:20,2019/4/14 15:54,0,0,9.35,
用户5662,2019/3/24 19:20,2019/3/24 19:20,0,0,0.63,
用户5661,2019/3/24 19:20,--,0,0,0,
用户5660,2019/3/24 19:17,2019/3/26 18:12,0,0,132.07,
用户5659,2019/3/24 19:17,2019/3/24 19:18,0,0,5.83,
用户5658,2019/3/24 19:15,2019/9/9 9:58,0,0,67.02,
用户5657,2019/3/24 19:12,2020/5/4 9:28,2,0,95.07,
用户5656,2019/3/24 19:09,2019/3/24 19:09,0,0,44.02,
用户5655,2019/3/24 19:08,2020/4/5 10:33,1,0,195.72,
用户5654,2019/3/24 19:05,2019/3/24 19:53,0,0,49.75,
用户5653,2019/3/24 19:04,2019/3/24 19:05,0,0,11.18,
,2019/3/24 19:03,2020/5/21 18:19,3,1,6.22,
用户5651,2019/3/24 19:02,2019/3/28 16:44,0,0,54.33,
用户5650,2019/3/24 19:01,2019/3/24 19:02,0,0,0.23,
用户5649,2019/3/24 19:01,--,0,0,0,
用户5648,2019/3/24 18:59,2019/3/24 18:59,0,0,0,
用户5647,2019/3/24 18:58,2020/5/7 12:11,1,0,"1,923.72",
用户5646,2019/3/24 18:54,--,0,0,0,
用户5645,2019/3/24 18:47,2019/3/24 18:48,0,0,3.77,
用户5644,2019/3/24 18:47,2019/3/24 18:47,0,0,154.85,
用户5643,2019/3/24 18:43,2019/3/24 18:44,0,0,284.02,
用户5642,2019/3/24 18:43,2019/4/3 13:21,0,0,296.45,
用户5641,2019/3/24 18:42,2020/5/8 14:54,1,0,1.35,
用户5640,2019/3/24 18:40,2020/5/6 19:09,1,0,476.95,
用户5639,2019/3/24 18:38,2020/4/9 20:00,2,0,919.97,
用户5638,2019/3/24 18:35,--,0,0,0,
用户5637,2019/3/24 18:33,2019/3/24 18:42,0,0,14.1,
用户5636,2019/3/24 18:32,2019/4/10 20:57,0,0,20.9,
用户5635,2019/3/24 18:31,2019/4/13 15:09,0,0,98.65,
用户5634,2019/3/24 18:30,2019/5/22 10:52,0,0,20.58,
用户5633,2019/3/24 18:28,--,0,0,0,
用户5632,2019/3/24 18:27,2019/3/24 18:27,0,0,125.93,
用户5631,2019/3/24 18:21,2019/3/24 18:21,0,0,4.13,
用户5630,2019/3/24 18:14,2019/9/12 22:11,0,0,68.53,
用户5629,2019/3/24 18:12,--,0,0,0,
用户5628,2019/3/24 18:11,--,0,0,0,
用户5627,2019/3/24 18:09,--,0,0,0,
用户5626,2019/3/24 18:05,--,0,0,0,
用户5625,2019/3/24 18:02,--,0,0,0,
用户5624,2019/3/24 17:55,2019/3/24 17:59,0,0,4.38,
用户5623,2019/3/24 17:54,2019/4/19 13:21,0,0,78.52,
用户5622,2019/3/24 17:47,2019/3/25 10:08,0,0,370.18,
用户5621,2019/3/24 17:45,2019/4/5 15:43,0,0,282.2,
用户5620,2019/3/24 17:39,2019/4/4 19:48,0,0,6.02,
用户5619,2019/3/24 17:37,--,0,0,0,
用户5618,2019/3/24 17:37,2020/6/14 21:40,1,0,"1,740.92",
用户5617,2019/3/24 17:32,2019/4/9 21:05,0,0,35.18,
用户5616,2019/3/24 17:30,--,0,0,0,
用户5615,2019/3/24 17:29,--,0,0,0,
用户5614,2019/3/24 17:26,2019/3/24 17:30,0,0,0,
用户5613,2019/3/24 17:22,2019/4/21 16:29,0,0,88.5,
用户5612,2019/3/24 17:20,2019/4/23 22:05,0,0,473.23,
用户5611,2019/3/24 17:20,2019/3/24 17:21,0,0,0,
用户5610,2019/3/24 17:17,2019/4/20 3:06,0,0,294.93,
用户5609,2019/3/24 17:17,2019/3/24 17:17,0,0,0,
用户5608,2019/3/24 17:16,--,0,0,0,
用户5607,2019/3/24 17:14,2019/4/13 16:47,0,0,298.68,
